Model,w_idx,RX_time(ms),TX_time(ms),GPU_Active(ms),GPU_Idle(ms),1_Iter_time(ms),Total_time(ms),GPU_Memory(MB)
cifar10_densenet100_k12_sync_xla,1,0,0,0,0,0,0,0
cifar10_densenet100_k12_sync_xla,2,0,0,0,0,0,0,0
cifar10_densenet100_k24_async_batch128,1,0,0,0,0,0,0,0
cifar10_densenet100_k24_async_batch128,2,0,0,0,0,0,0,0
cifar10_densenet100_k24_async_batch32,1,0,0,0,0,0,0,0
cifar10_densenet100_k24_async_batch32,2,0,0,0,0,0,0,0
cifar10_densenet100_k24_async_batch64,1,0,0,0,0,0,0,0
cifar10_densenet100_k24_async_batch64,2,0,0,0,0,0,0,0
cifar10_densenet100_k24_async_dataFormat,1,0,0,0,0,0,0,0
cifar10_densenet100_k24_async_dataFormat,2,0,0,0,0,0,0,0
cifar10_densenet100_k24_async_optMomentum,1,0,0,0,0,0,0,0
cifar10_densenet100_k24_async_optMomentum,2,0,0,0,0,0,0,0
cifar10_densenet100_k24_async_optRmsprop,1,0,0,0,0,0,0,0
cifar10_densenet100_k24_async_optRmsprop,2,0,0,0,0,0,0,0
cifar10_densenet100_k24_async_use_fp16,1,0,0,0,0,0,0,8837.0
cifar10_densenet100_k24_async_use_fp16,2,0,0,0,0,0,0,8836.9375
cifar10_densenet100_k24_async_winograd,1,0,0,0,0,0,0,0
cifar10_densenet100_k24_async_winograd,2,0,0,0,0,0,0,0
cifar10_densenet100_k24_async_xla,1,0,0,0,0,0,0,17029.0
cifar10_densenet100_k24_async_xla,2,0,0,0,0,0,0,17028.9375
cifar10_densenet100_k24_sync_batch128,1,0,0,0,0,0,0,0
cifar10_densenet100_k24_sync_batch128,2,0,0,0,0,0,0,0
cifar10_densenet100_k24_sync_batch32,1,0,0,0,0,0,0,0
cifar10_densenet100_k24_sync_batch32,2,0,0,0,0,0,0,0
cifar10_densenet100_k24_sync_batch64,1,0,0,0,0,0,0,0
cifar10_densenet100_k24_sync_batch64,2,0,0,0,0,0,0,0
cifar10_densenet100_k24_sync_dataFormat,1,0,0,0,0,0,0,17029.0
cifar10_densenet100_k24_sync_dataFormat,2,0,0,0,0,0,0,17028.9375
cifar10_densenet100_k24_sync_optMomentum,1,0,0,0,0,0,0,0
cifar10_densenet100_k24_sync_optMomentum,2,0,0,0,0,0,0,0
cifar10_densenet100_k24_sync_optRmsprop,1,0,0,0,0,0,0,0
cifar10_densenet100_k24_sync_optRmsprop,2,0,0,0,0,0,0,0
cifar10_densenet100_k24_sync_use_fp16,1,0,0,0,0,0,0,0
cifar10_densenet100_k24_sync_use_fp16,2,0,0,0,0,0,0,0
cifar10_densenet100_k24_sync_winograd,1,0,0,0,0,0,0,0
cifar10_densenet100_k24_sync_winograd,2,0,0,0,0,0,0,0
cifar10_densenet100_k24_sync_xla,1,0,0,0,0,0,0,0
cifar10_densenet100_k24_sync_xla,2,0,0,0,0,0,0,0
cifar10_densenet40_k12_async_batch128,1,0,0,0,0,0,0,0
cifar10_densenet40_k12_async_batch128,2,0,0,0,0,0,0,0
cifar10_densenet40_k12_async_batch256,1,0,0,0,0,0,0,0
cifar10_densenet40_k12_async_batch256,2,0,0,0,0,0,0,0
cifar10_densenet40_k12_async_batch32,1,0,0,0,0,0,0,0
cifar10_densenet40_k12_async_batch32,2,0,0,0,0,0,0,0
cifar10_densenet40_k12_async_batch512,1,0,0,0,0,0,0,0
cifar10_densenet40_k12_async_batch512,2,0,0,0,0,0,0,0
cifar10_densenet40_k12_async_batch64,1,0,0,0,0,0,0,0
cifar10_densenet40_k12_async_batch64,2,0,0,0,0,0,0,0
cifar10_densenet40_k12_async_dataFormat,1,0,0,0,0,0,0,1701.0
cifar10_densenet40_k12_async_dataFormat,2,0,0,0,0,0,0,1700.9375
cifar10_densenet40_k12_async_optMomentum,1,0,0,0,0,0,0,0
cifar10_densenet40_k12_async_optMomentum,2,0,0,0,0,0,0,0
cifar10_densenet40_k12_async_optRmsprop,1,0,0,0,0,0,0,0
cifar10_densenet40_k12_async_optRmsprop,2,0,0,0,0,0,0,0
cifar10_densenet40_k12_async_use_fp16,1,0,0,0,0,0,0,0
cifar10_densenet40_k12_async_use_fp16,2,0,0,0,0,0,0,0
cifar10_densenet40_k12_async_winograd,1,0,0,0,0,0,0,0
cifar10_densenet40_k12_async_winograd,2,0,0,0,0,0,0,0
cifar10_densenet40_k12_async_xla,1,0,0,0,0,0,0,1701.0
cifar10_densenet40_k12_async_xla,2,0,0,0,0,0,0,1700.9375
cifar10_densenet40_k12_sync_batch128,1,0,0,0,0,0,0,0
cifar10_densenet40_k12_sync_batch128,2,0,0,0,0,0,0,0
cifar10_densenet40_k12_sync_batch256,1,0,0,0,0,0,0,0
cifar10_densenet40_k12_sync_batch256,2,0,0,0,0,0,0,0
cifar10_densenet40_k12_sync_batch32,1,0,0,0,0,0,0,1173.0
cifar10_densenet40_k12_sync_batch32,2,0,0,0,0,0,0,1172.9375
cifar10_densenet40_k12_sync_batch512,1,0,0,0,0,0,0,0
cifar10_densenet40_k12_sync_batch512,2,0,0,0,0,0,0,0
cifar10_densenet40_k12_sync_batch64,1,0,0,0,0,0,0,0
cifar10_densenet40_k12_sync_batch64,2,0,0,0,0,0,0,0
cifar10_densenet40_k12_sync_dataFormat,1,0,0,0,0,0,0,0
cifar10_densenet40_k12_sync_dataFormat,2,0,0,0,0,0,0,0
cifar10_densenet40_k12_sync_optMomentum,1,0,0,0,0,0,0,0
cifar10_densenet40_k12_sync_optMomentum,2,0,0,0,0,0,0,0
cifar10_densenet40_k12_sync_optRmsprop,1,0,0,0,0,0,0,0
cifar10_densenet40_k12_sync_optRmsprop,2,0,0,0,0,0,0,0
cifar10_densenet40_k12_sync_use_fp16,1,0,0,0,0,0,0,0
cifar10_densenet40_k12_sync_use_fp16,2,0,0,0,0,0,0,0
cifar10_densenet40_k12_sync_winograd,1,0,0,0,0,0,0,0
cifar10_densenet40_k12_sync_winograd,2,0,0,0,0,0,0,0
cifar10_densenet40_k12_sync_xla,1,0,0,0,0,0,0,1701.0
cifar10_densenet40_k12_sync_xla,2,0,0,0,0,0,0,1700.9375
cifar10_resnet110_async_batch128,1,0,0,0,0,0,0,2757.0
cifar10_resnet110_async_batch128,2,0,0,0,0,0,0,2756.9375
cifar10_resnet110_async_batch256,1,0,0,0,0,0,0,0
cifar10_resnet110_async_batch256,2,0,0,0,0,0,0,0
cifar10_resnet110_async_batch32,1,0,0,0,0,0,0,1157.0
cifar10_resnet110_async_batch32,2,0,0,0,0,0,0,1156.9375
cifar10_resnet110_async_batch512,1,0,0,0,0,0,0,9095.0
cifar10_resnet110_async_batch512,2,0,0,0,0,0,0,9094.9375
cifar10_resnet110_async_batch64,1,0,0,0,0,0,0,1701.0
cifar10_resnet110_async_batch64,2,0,0,0,0,0,0,1700.9375
cifar10_resnet110_async_dataFormat,1,0,0,0,0,0,0,0
cifar10_resnet110_async_dataFormat,2,0,0,0,0,0,0,0
cifar10_resnet110_async_optMomentum,1,0,0,0,0,0,0,0
cifar10_resnet110_async_optMomentum,2,0,0,0,0,0,0,0
cifar10_resnet110_async_optRmsprop,1,0,0,0,0,0,0,1701.0
cifar10_resnet110_async_optRmsprop,2,0,0,0,0,0,0,1700.9375
cifar10_resnet110_async_use_fp16,1,0,0,0,0,0,0,0
cifar10_resnet110_async_use_fp16,2,0,0,0,0,0,0,0
cifar10_resnet110_async_winograd,1,0,0,0,0,0,0,1701.0
cifar10_resnet110_async_winograd,2,0,0,0,0,0,0,1668.9375
cifar10_resnet110_async_xla,1,0,0,0,0,0,0,1701.0
cifar10_resnet110_async_xla,2,0,0,0,0,0,0,1700.9375
cifar10_resnet110_sync_batch128,1,0,0,0,0,0,0,0
cifar10_resnet110_sync_batch128,2,0,0,0,0,0,0,0
cifar10_resnet110_sync_batch256,1,0,0,0,0,0,0,0
cifar10_resnet110_sync_batch256,2,0,0,0,0,0,0,0
cifar10_resnet110_sync_batch32,1,0,0,0,0,0,0,0
cifar10_resnet110_sync_batch32,2,0,0,0,0,0,0,0
cifar10_resnet110_sync_batch512,1,0,0,0,0,0,0,0
cifar10_resnet110_sync_batch512,2,0,0,0,0,0,0,0
cifar10_resnet110_sync_batch64,1,0,0,0,0,0,0,1701.0
cifar10_resnet110_sync_batch64,2,0,0,0,0,0,0,1700.9375
cifar10_resnet110_sync_dataFormat,1,0,0,0,0,0,0,0
cifar10_resnet110_sync_dataFormat,2,0,0,0,0,0,0,0
cifar10_resnet110_sync_optMomentum,1,0,0,0,0,0,0,0
cifar10_resnet110_sync_optMomentum,2,0,0,0,0,0,0,0
cifar10_resnet110_sync_optRmsprop,1,0,0,0,0,0,0,0
cifar10_resnet110_sync_optRmsprop,2,0,0,0,0,0,0,0
cifar10_resnet110_sync_use_fp16,1,0,0,0,0,0,0,0
cifar10_resnet110_sync_use_fp16,2,0,0,0,0,0,0,0
cifar10_resnet110_sync_winograd,1,0,0,0,0,0,0,0
cifar10_resnet110_sync_winograd,2,0,0,0,0,0,0,0
cifar10_resnet110_sync_xla,1,0,0,0,0,0,0,0
cifar10_resnet110_sync_xla,2,0,0,0,0,0,0,0
cifar10_resnet110_v2_async_batch128,1,0,0,0,0,0,0,0
cifar10_resnet110_v2_async_batch128,2,0,0,0,0,0,0,0
cifar10_resnet110_v2_async_batch256,1,0,0,0,0,0,0,0
cifar10_resnet110_v2_async_batch256,2,0,0,0,0,0,0,0
cifar10_resnet110_v2_async_batch32,1,0,0,0,0,0,0,0
cifar10_resnet110_v2_async_batch32,2,0,0,0,0,0,0,0
cifar10_resnet110_v2_async_batch512,1,0,0,0,0,0,0,0
cifar10_resnet110_v2_async_batch512,2,0,0,0,0,0,0,0
cifar10_resnet110_v2_async_batch64,1,0,0,0,0,0,0,0
cifar10_resnet110_v2_async_batch64,2,0,0,0,0,0,0,0
cifar10_resnet110_v2_async_dataFormat,1,0,0,0,0,0,0,0
cifar10_resnet110_v2_async_dataFormat,2,0,0,0,0,0,0,0
cifar10_resnet110_v2_async_optMomentum,1,0,0,0,0,0,0,1701.0
cifar10_resnet110_v2_async_optMomentum,2,0,0,0,0,0,0,1700.9375
cifar10_resnet110_v2_async_optRmsprop,1,0,0,0,0,0,0,0
cifar10_resnet110_v2_async_optRmsprop,2,0,0,0,0,0,0,0
cifar10_resnet110_v2_async_use_fp16,1,0,0,0,0,0,0,0
cifar10_resnet110_v2_async_use_fp16,2,0,0,0,0,0,0,0
cifar10_resnet110_v2_async_winograd,1,0,0,0,0,0,0,0
cifar10_resnet110_v2_async_winograd,2,0,0,0,0,0,0,0
cifar10_resnet110_v2_async_xla,1,0,0,0,0,0,0,1701.0
cifar10_resnet110_v2_async_xla,2,0,0,0,0,0,0,1700.9375
cifar10_resnet110_v2_sync_batch128,1,0,0,0,0,0,0,0
cifar10_resnet110_v2_sync_batch128,2,0,0,0,0,0,0,0
cifar10_resnet110_v2_sync_batch256,1,0,0,0,0,0,0,0
cifar10_resnet110_v2_sync_batch256,2,0,0,0,0,0,0,0
cifar10_resnet110_v2_sync_batch32,1,0,0,0,0,0,0,0
cifar10_resnet110_v2_sync_batch32,2,0,0,0,0,0,0,0
cifar10_resnet110_v2_sync_batch512,1,0,0,0,0,0,0,0
cifar10_resnet110_v2_sync_batch512,2,0,0,0,0,0,0,0
cifar10_resnet110_v2_sync_batch64,1,0,0,0,0,0,0,0
cifar10_resnet110_v2_sync_batch64,2,0,0,0,0,0,0,0
cifar10_resnet110_v2_sync_dataFormat,1,0,0,0,0,0,0,1701.0
cifar10_resnet110_v2_sync_dataFormat,2,0,0,0,0,0,0,1700.9375
cifar10_resnet110_v2_sync_optMomentum,1,0,0,0,0,0,0,0
cifar10_resnet110_v2_sync_optMomentum,2,0,0,0,0,0,0,0
cifar10_resnet110_v2_sync_optRmsprop,1,0,0,0,0,0,0,0
cifar10_resnet110_v2_sync_optRmsprop,2,0,0,0,0,0,0,0
cifar10_resnet110_v2_sync_use_fp16,1,0,0,0,0,0,0,0
cifar10_resnet110_v2_sync_use_fp16,2,0,0,0,0,0,0,0
cifar10_resnet110_v2_sync_winograd,1,0,0,0,0,0,0,0
cifar10_resnet110_v2_sync_winograd,2,0,0,0,0,0,0,0
cifar10_resnet110_v2_sync_xla,1,0,0,0,0,0,0,0
cifar10_resnet110_v2_sync_xla,2,0,0,0,0,0,0,0
cifar10_resnet20_async_batch128,1,0,0,0,0,0,0,0
cifar10_resnet20_async_batch128,2,0,0,0,0,0,0,0
cifar10_resnet20_async_batch256,1,0,0,0,0,0,0,0
cifar10_resnet20_async_batch256,2,0,0,0,0,0,0,0
cifar10_resnet20_async_batch32,1,0,0,0,0,0,0,0
cifar10_resnet20_async_batch32,2,0,0,0,0,0,0,0
cifar10_resnet20_async_batch512,1,0,0,0,0,0,0,0
cifar10_resnet20_async_batch512,2,0,0,0,0,0,0,0
cifar10_resnet20_async_batch64,1,0,0,0,0,0,0,933.0
cifar10_resnet20_async_batch64,2,0,0,0,0,0,0,932.9375
cifar10_resnet20_async_dataFormat,1,0,0,0,0,0,0,0
cifar10_resnet20_async_dataFormat,2,0,0,0,0,0,0,0
cifar10_resnet20_async_optMomentum,1,0,0,0,0,0,0,0
cifar10_resnet20_async_optMomentum,2,0,0,0,0,0,0,0
cifar10_resnet20_async_optRmsprop,1,0,0,0,0,0,0,0
cifar10_resnet20_async_optRmsprop,2,0,0,0,0,0,0,0
cifar10_resnet20_async_use_fp16,1,0,0,0,0,0,0,0
cifar10_resnet20_async_use_fp16,2,0,0,0,0,0,0,0
cifar10_resnet20_async_winograd,1,0,0,0,0,0,0,0
cifar10_resnet20_async_winograd,2,0,0,0,0,0,0,0
cifar10_resnet20_async_xla,1,0,0,0,0,0,0,0
cifar10_resnet20_async_xla,2,0,0,0,0,0,0,0
cifar10_resnet20_sync_batch128,1,0,0,0,0,0,0,0
cifar10_resnet20_sync_batch128,2,0,0,0,0,0,0,0
cifar10_resnet20_sync_batch256,1,0,0,0,0,0,0,1799.0
cifar10_resnet20_sync_batch256,2,0,0,0,0,0,0,1798.9375
cifar10_resnet20_sync_batch32,1,0,0,0,0,0,0,0
cifar10_resnet20_sync_batch32,2,0,0,0,0,0,0,0
cifar10_resnet20_sync_batch512,1,0,0,0,0,0,0,0
cifar10_resnet20_sync_batch512,2,0,0,0,0,0,0,0
cifar10_resnet20_sync_batch64,1,0,0,0,0,0,0,0
cifar10_resnet20_sync_batch64,2,0,0,0,0,0,0,0
cifar10_resnet20_sync_dataFormat,1,0,0,0,0,0,0,933.0
cifar10_resnet20_sync_dataFormat,2,0,0,0,0,0,0,932.9375
cifar10_resnet20_sync_optMomentum,1,0,0,0,0,0,0,0
cifar10_resnet20_sync_optMomentum,2,0,0,0,0,0,0,0
cifar10_resnet20_sync_optRmsprop,1,0,0,0,0,0,0,933.0
cifar10_resnet20_sync_optRmsprop,2,0,0,0,0,0,0,932.9375
cifar10_resnet20_sync_use_fp16,1,0,0,0,0,0,0,0
cifar10_resnet20_sync_use_fp16,2,0,0,0,0,0,0,0
cifar10_resnet20_sync_winograd,1,0,0,0,0,0,0,0
cifar10_resnet20_sync_winograd,2,0,0,0,0,0,0,0
cifar10_resnet20_sync_xla,1,0,0,0,0,0,0,0
cifar10_resnet20_sync_xla,2,0,0,0,0,0,0,0
cifar10_resnet20_v2_async_batch128,1,0,0,0,0,0,0,0
cifar10_resnet20_v2_async_batch128,2,0,0,0,0,0,0,0
cifar10_resnet20_v2_async_batch256,1,0,0,0,0,0,0,0
cifar10_resnet20_v2_async_batch256,2,0,0,0,0,0,0,0
cifar10_resnet20_v2_async_batch32,1,0,0,0,0,0,0,0
cifar10_resnet20_v2_async_batch32,2,0,0,0,0,0,0,0
cifar10_resnet20_v2_async_batch512,1,0,0,0,0,0,0,0
cifar10_resnet20_v2_async_batch512,2,0,0,0,0,0,0,0
cifar10_resnet20_v2_async_batch64,1,0,0,0,0,0,0,0
cifar10_resnet20_v2_async_batch64,2,0,0,0,0,0,0,0
cifar10_resnet20_v2_async_dataFormat,1,0,0,0,0,0,0,0
cifar10_resnet20_v2_async_dataFormat,2,0,0,0,0,0,0,0
cifar10_resnet20_v2_async_optMomentum,1,0,0,0,0,0,0,0
cifar10_resnet20_v2_async_optMomentum,2,0,0,0,0,0,0,0
cifar10_resnet20_v2_async_optRmsprop,1,0,0,0,0,0,0,0
cifar10_resnet20_v2_async_optRmsprop,2,0,0,0,0,0,0,0
cifar10_resnet20_v2_async_use_fp16,1,0,0,0,0,0,0,0
cifar10_resnet20_v2_async_use_fp16,2,0,0,0,0,0,0,0
cifar10_resnet20_v2_async_winograd,1,0,0,0,0,0,0,0
cifar10_resnet20_v2_async_winograd,2,0,0,0,0,0,0,0
cifar10_resnet20_v2_async_xla,1,0,0,0,0,0,0,0
cifar10_resnet20_v2_async_xla,2,0,0,0,0,0,0,0
cifar10_resnet20_v2_sync_batch128,1,0,0,0,0,0,0,0
cifar10_resnet20_v2_sync_batch128,2,0,0,0,0,0,0,0
cifar10_resnet20_v2_sync_batch256,1,0,0,0,0,0,0,0
cifar10_resnet20_v2_sync_batch256,2,0,0,0,0,0,0,0
cifar10_resnet20_v2_sync_batch32,1,0,0,0,0,0,0,0
cifar10_resnet20_v2_sync_batch32,2,0,0,0,0,0,0,0
cifar10_resnet20_v2_sync_batch512,1,0,0,0,0,0,0,0
cifar10_resnet20_v2_sync_batch512,2,0,0,0,0,0,0,0
cifar10_resnet20_v2_sync_batch64,1,0,0,0,0,0,0,0
cifar10_resnet20_v2_sync_batch64,2,0,0,0,0,0,0,0
cifar10_resnet20_v2_sync_dataFormat,1,0,0,0,0,0,0,0
cifar10_resnet20_v2_sync_dataFormat,2,0,0,0,0,0,0,0
cifar10_resnet20_v2_sync_optMomentum,1,0,0,0,0,0,0,0
cifar10_resnet20_v2_sync_optMomentum,2,0,0,0,0,0,0,0
cifar10_resnet20_v2_sync_optRmsprop,1,0,0,0,0,0,0,933.0
cifar10_resnet20_v2_sync_optRmsprop,2,0,0,0,0,0,0,932.9375
cifar10_resnet20_v2_sync_use_fp16,1,0,0,0,0,0,0,0
cifar10_resnet20_v2_sync_use_fp16,2,0,0,0,0,0,0,0
cifar10_resnet20_v2_sync_winograd,1,0,0,0,0,0,0,0
cifar10_resnet20_v2_sync_winograd,2,0,0,0,0,0,0,0
cifar10_resnet20_v2_sync_xla,1,0,0,0,0,0,0,0
cifar10_resnet20_v2_sync_xla,2,0,0,0,0,0,0,0
cifar10_resnet32_async_batch128,1,0,0,0,0,0,0,0
cifar10_resnet32_async_batch128,2,0,0,0,0,0,0,0
cifar10_resnet32_async_batch256,1,0,0,0,0,0,0,0
cifar10_resnet32_async_batch256,2,0,0,0,0,0,0,0
cifar10_resnet32_async_batch32,1,0,0,0,0,0,0,0
cifar10_resnet32_async_batch32,2,0,0,0,0,0,0,0
cifar10_resnet32_async_batch512,1,0,0,0,0,0,0,0
cifar10_resnet32_async_batch512,2,0,0,0,0,0,0,0
cifar10_resnet32_async_batch64,1,0,0,0,0,0,0,0
cifar10_resnet32_async_batch64,2,0,0,0,0,0,0,0
cifar10_resnet32_async_dataFormat,1,0,0,0,0,0,0,0
cifar10_resnet32_async_dataFormat,2,0,0,0,0,0,0,0
cifar10_resnet32_async_optMomentum,1,0,0,0,0,0,0,0
cifar10_resnet32_async_optMomentum,2,0,0,0,0,0,0,0
cifar10_resnet32_async_optRmsprop,1,0,0,0,0,0,0,0
cifar10_resnet32_async_optRmsprop,2,0,0,0,0,0,0,0
cifar10_resnet32_async_use_fp16,1,0,0,0,0,0,0,0
cifar10_resnet32_async_use_fp16,2,0,0,0,0,0,0,0
cifar10_resnet32_async_winograd,1,0,0,0,0,0,0,0
cifar10_resnet32_async_winograd,2,0,0,0,0,0,0,0
cifar10_resnet32_async_xla,1,0,0,0,0,0,0,0
cifar10_resnet32_async_xla,2,0,0,0,0,0,0,0
cifar10_resnet32_sync_batch128,1,0,0,0,0,0,0,0
cifar10_resnet32_sync_batch128,2,0,0,0,0,0,0,0
cifar10_resnet32_sync_batch256,1,0,0,0,0,0,0,0
cifar10_resnet32_sync_batch256,2,0,0,0,0,0,0,0
cifar10_resnet32_sync_batch32,1,0,0,0,0,0,0,0
cifar10_resnet32_sync_batch32,2,0,0,0,0,0,0,0
cifar10_resnet32_sync_batch512,1,0,0,0,0,0,0,0
cifar10_resnet32_sync_batch512,2,0,0,0,0,0,0,0
cifar10_resnet32_sync_batch64,1,0,0,0,0,0,0,0
cifar10_resnet32_sync_batch64,2,0,0,0,0,0,0,0
cifar10_resnet32_sync_dataFormat,1,0,0,0,0,0,0,0
cifar10_resnet32_sync_dataFormat,2,0,0,0,0,0,0,0
cifar10_resnet32_sync_optMomentum,1,0,0,0,0,0,0,0
cifar10_resnet32_sync_optMomentum,2,0,0,0,0,0,0,0
cifar10_resnet32_sync_optRmsprop,1,0,0,0,0,0,0,0
cifar10_resnet32_sync_optRmsprop,2,0,0,0,0,0,0,0
cifar10_resnet32_sync_use_fp16,1,0,0,0,0,0,0,0
cifar10_resnet32_sync_use_fp16,2,0,0,0,0,0,0,0
cifar10_resnet32_sync_winograd,1,0,0,0,0,0,0,0
cifar10_resnet32_sync_winograd,2,0,0,0,0,0,0,0
cifar10_resnet32_sync_xla,1,0,0,0,0,0,0,0
cifar10_resnet32_sync_xla,2,0,0,0,0,0,0,0
cifar10_resnet32_v2_async_batch128,1,0,0,0,0,0,0,0
cifar10_resnet32_v2_async_batch128,2,0,0,0,0,0,0,0
cifar10_resnet32_v2_async_batch256,1,0,0,0,0,0,0,0
cifar10_resnet32_v2_async_batch256,2,0,0,0,0,0,0,0
cifar10_resnet32_v2_async_batch32,1,0,0,0,0,0,0,789.0
cifar10_resnet32_v2_async_batch32,2,0,0,0,0,0,0,788.9375
cifar10_resnet32_v2_async_batch512,1,0,0,0,0,0,0,0
