Dataset,Model,syncronization,hyperparameter,w_idx,RX_time(ms),TX_time(ms),GPU_Active(ms),GPU_Idle(ms),1_Iter_time(ms),Total_time(ms),GPU_Memory(MB),,,,
imagenet,resnet152v2,async,xla,1,284.74,604.2052,575.0707,149.2216667,724.594,52046,17031,,,,
imagenet,resnet152v2,async,xla,2,314.445,694.1639,559.4974,244.9101111,795.3999,51730,514.9375,,,,
imagenet,resnet152v2,sync,batch128,1,458.3428,1078.3898,841.3385,353.3281111,1190.1089,91922,31137,,,,
imagenet,resnet152v2,sync,batch128,2,394.0731,1072.8656,843.7793,348.0783333,1186.3675,91823,31136.9375,,,,
imagenet,resnet152v2,sync,batch32,1,258.4586,433.0032,502.045,66.87277778,562.3343,46481,0,,,,
imagenet,resnet152v2,sync,batch32,2,253.6019,423.2053,468.427,97.77344444,530.6022,47025,0,,,,
imagenet,resnet152v2,sync,batch64,1,331.1208,608.233,556.2489,162.8246667,717.1221,50697,17031,,,,
imagenet,resnet152v2,sync,batch64,2,304.7937,604.7656,549.0977,166.902,713.7453,50546,386.9375,,,,
imagenet,resnet152v2,sync,dataFormat,1,287.2208,555.5017,542.5283,128.3633333,671.37,81128,387,,,,
imagenet,resnet152v2,sync,dataFormat,2,269.4722,563.7495,523.7126,152.1193333,669.0568,81258,386.9375,,,,
imagenet,resnet152v2,sync,optMomentum,1,288.9294,701.1402,555.1,175.056,727.6034,88873,17031,,,,
imagenet,resnet152v2,sync,optMomentum,2,303.2476,701.7084,580.6707,150.2381111,725.3528,88868,17030.9375,,,,
imagenet,resnet152v2,sync,optRmsprop,1,301.0705,712.0288,566.2483,179.0967778,743.7999,95919,387,,,,
imagenet,resnet152v2,sync,optRmsprop,2,279.6767,716.9541,587.7788,157.0607778,741.026,95918,386.9375,,,,
imagenet,resnet152v2,sync,usefp16,1,251.034,480.632,496.1882,150.0244444,646.2373,82062,387,,,,
imagenet,resnet152v2,sync,usefp16,2,238.9552,528.8494,517.3881,134.4904444,642.2108,82468,386.9375,,,,
imagenet,resnet152v2,sync,winograd,1,333.0011,614.6296,558.1806,175.6064444,728.5608,81500,387,,,,
imagenet,resnet152v2,sync,winograd,2,332.3129,629.9204,556.3482,180.456,725.0247,81298,386.9375,,,,
imagenet,resnet152v2,sync,xla,1,329.4006,628.256,560.5639,171.6396667,723.8184,81598,0,,,,
imagenet,resnet152v2,sync,xla,2,278.3408,618.668,539.8253,188.0205556,721.6192,81833,0,,,,
imagenet,resnet50,async,batch128,1,184.4475,477.2972,439.1122,93.08011111,527.6843,62352,387,,,,
imagenet,resnet50,async,batch128,2,218.9341,526.9965,292.045,303.3637778,585.4882,62295,386.9375,,,,
imagenet,resnet50,async,batch256,1,357.1102,914.7995,705.3836,272.778,987.5713,74562,31137,,,,
imagenet,resnet50,async,batch256,2,363.4647,1021.7424,423.3019,680.8953333,1089.7593,74104,386.9375,,,,
imagenet,resnet50,async,batch32,1,113.5057,182.4035,211.3988,32.96411111,242.6307,53927,4743,,,,
imagenet,resnet50,async,batch32,2,106.461,209.9101,194.6643,64.36322222,255.0444,53866,4742.9375,,,,
imagenet,resnet50,async,batch64,1,147.3443,266.3531,237.2786,72.62044444,310.9882,56137,8839,,,,
imagenet,resnet50,async,batch64,2,149.2843,-1.00E+12,223.2521,153.2503333,371.4577,56136,386.9375,,,,
imagenet,resnet50,async,dataFormat,1,123.1423,218.6729,228.3676,55.36933333,277.3833,55864,387,,,,
imagenet,resnet50,async,dataFormat,2,123.757,245.9322,190.1993,101.42,290.7417,55854,386.9375,,,,
imagenet,resnet50,async,optMomentum,1,145.0818,297.1227,232.0491,75.37222222,307.9488,58778,8839,,,,
imagenet,resnet50,async,optMomentum,2,147.9505,329.0922,225.3635,133.4115556,352.894,58726,514.9375,,,,
imagenet,resnet50,async,optRmsprop,1,143.5406,304.3844,236.1428,77.17688889,314.0499,61254,1493,,,,
imagenet,resnet50,async,optRmsprop,2,128.9447,338.1428,227.6396,166.4647778,380.7001,60961,386.9375,,,,
imagenet,resnet50,async,usefp16,1,104.7887,239.0116,239.4008,40.13288889,282.3084,26849,4743,,,,
imagenet,resnet50,async,usefp16,2,113.1478,264.1875,206.0618,111.1801111,311.2363,26957,450.9375,,,,
imagenet,resnet50,async,winograd,1,129.7254,257.8301,267.9919,43.48377778,304.6792,56685,387,,,,
imagenet,resnet50,async,winograd,2,144.0652,293.9065,213.3475,148.5737778,354.8302,56321,386.9375,,,,
imagenet,resnet50,async,xla,1,146.039,266.3225,255.2437,64.70611111,314.8604,56618,387,,,,
imagenet,resnet50,async,xla,2,139.7031,295.7041,216.9851,136.0996667,351.8303,56248,386.9375,,,,
imagenet,resnet50,sync,batch128,1,207.6484,476.5783,337.7255,196.5356667,536.7234,61962,0,,,,
imagenet,resnet50,sync,batch128,2,213.6829,478.6823,279.6957,259.746,534.626,61671,0,,,,
imagenet,resnet50,sync,batch256,1,318.429,928.1136,889.3685,60.89544444,993.4727,43408,31137,,,,
imagenet,resnet50,sync,batch256,2,337.436,927.0209,419.5107,574.4411111,992.3354,43455,386.9375,,,,
imagenet,resnet50,sync,batch32,1,115.4954,192.3674,197.3798,49.75377778,243.2769,54723,4743,,,,
imagenet,resnet50,sync,batch32,2,106.2042,181.0594,195.7519,48.31855556,240.5837,54446,4742.9375,,,,
imagenet,resnet50,sync,batch64,1,132.1373,271.3635,236.4842,84.78922222,322.9168,56007,28,,,,
imagenet,resnet50,sync,batch64,2,144.178,265.2011,232.1577,90.92288889,320.0823,56002,28.9375,,,,
imagenet,resnet50,sync,dataFormat,1,128.7278,233.1286,214.0538,76.30755556,286.0166,56173,387,,,,
imagenet,resnet50,sync,dataFormat,2,122.636,233.0886,201.3853,81.77444444,284.3899,56122,386.9375,,,,
imagenet,resnet50,sync,optMomentum,1,132.7307,315.9499,233.276,96.99211111,325.8428,58797,8839,,,,
imagenet,resnet50,sync,optMomentum,2,147.343,314.0097,225.3656,101.9424444,324.3687,58408,514.9375,,,,
imagenet,resnet50,sync,optRmsprop,1,137.7654,309.291,238.082,86.21966667,320.5875,61805,35,,,,
imagenet,resnet50,sync,optRmsprop,2,138.8514,308.2052,223.4217,98.57011111,319.2179,61803,34.9375,,,,
imagenet,resnet50,sync,usefp16,1,127.2201,243.8013,232.4508,81.05577778,313.1325,57311,4743,,,,
imagenet,resnet50,sync,usefp16,2,115.8497,257.2492,217.0929,95.34155556,310.9623,57250,4742.9375,,,,
imagenet,resnet50,sync,winograd,1,140.3865,273.4308,226.7678,101.5361111,326.08,56793,377,,,,
imagenet,resnet50,sync,winograd,2,153.8435,267.6461,232.7702,95.965,325.9089,56562,382.9375,,,,
imagenet,resnet50,sync,xla,1,144.0134,271.8685,229.5181,99.62122222,327.2448,56430,8839,,,,
imagenet,resnet50,sync,xla,2,152.5755,265.0347,227.9548,100.8096667,325.3728,56367,8838.9375,,,,
imagenet,resnet50v2,async,batch128,1,187.5143,448.6237,382.8628,101.6353333,489.182,32041,387,,,,
imagenet,resnet50v2,async,batch128,2,179.0975,-1.00E+12,241.4735,363.5033333,590.0856,31850,386.9375,,,,
imagenet,resnet50v2,async,batch256,1,350.6938,881.208,607.784,317.3341111,938.6717,72737,31137,,,,
imagenet,resnet50v2,async,batch256,2,350.028,973.0973,402.0931,642.1163333,1031.7525,72685,4690.9375,,,,
imagenet,resnet50v2,async,batch32,1,108.9831,174.6763,190.2014,36.36788889,223.7956,53364,387,,,,
imagenet,resnet50v2,async,batch32,2,111.5475,192.0713,182.9273,58.41688889,237.5753,53311,386.9375,,,,
imagenet,resnet50v2,async,batch64,1,137.0298,253.1724,223.6594,82.719,296.1967,55409,373,,,,
imagenet,resnet50v2,async,batch64,2,142.5646,280.3975,220.6149,129.6896667,343.442,55624,368.9375,,,,
imagenet,resnet50v2,async,dataFormat,1,113.2634,212.628,213.8503,45.51355556,260.1257,54628,387,,,,
imagenet,resnet50v2,async,dataFormat,2,128.5635,241.0401,202.138,104.6318889,300.2754,54620,386.9375,,,,
imagenet,resnet50v2,async,optMomentum,1,133.5286,299.4273,253.877,50.645,306.2226,57710,8839,,,,
imagenet,resnet50v2,async,optMomentum,2,135.9092,318.5983,213.9942,114.8642222,322.5478,57709,8838.9375,,,,
imagenet,resnet50v2,async,optRmsprop,1,136.3437,293.5524,232.506,69.869,302.7345,59316,8839,,,,
imagenet,resnet50v2,async,optRmsprop,2,136.5414,325.629,218.0049,118.4215556,334.5303,59158,8838.9375,,,,
imagenet,resnet50v2,async,usefp16,1,89.4726,218.363,215.6227,43.43744444,253.3235,55888,12,,,,
imagenet,resnet50v2,async,usefp16,2,119.1064,245.4963,197.3495,103.8636667,295.2612,55830,11.9375,,,,
imagenet,resnet50v2,async,winograd,1,136.8534,247.0891,224.0246,69.93333333,295.8706,55419,12,,,,
imagenet,resnet50v2,async,winograd,2,145.0289,-1.00E+12,221.5869,144.7653333,357.5269,55362,11.9375,,,,
imagenet,resnet50v2,async,xla,1,133.5669,254.944,225.8179,71.64811111,297.6431,55136,12,,,,
imagenet,resnet50v2,async,xla,2,149.5024,276.7831,222.926,134.553,348.331,55272,11.9375,,,,
imagenet,resnet50v2,sync,batch128,1,205.7206,459.6172,312.7164,210.7076667,516.281,60541,387,,,,
imagenet,resnet50v2,sync,batch128,2,176.9547,457.7689,249.7735,265.0627778,513.763,60482,386.9375,,,,
imagenet,resnet50v2,sync,batch256,1,334.3211,893.2094,780.6682,189.4364444,950.6048,72456,31137,,,,
imagenet,resnet50v2,sync,batch256,2,311.3648,884.1867,385.1716,563.1068889,949.3919,72397,31136.9375,,,,
imagenet,resnet50v2,sync,batch32,1,113.9224,182.7958,182.9963,45.158,226.2255,53093,0,,,,
imagenet,resnet50v2,sync,batch32,2,107.7306,172.5786,174.7443,56.09533333,220.1144,53270,0,,,,
imagenet,resnet50v2,sync,batch64,1,140.2063,267.7884,225.6912,87.23688889,309.8511,55478,8839,,,,
imagenet,resnet50v2,sync,batch64,2,141.6796,257.3354,225.5131,85.58655556,307.845,55103,8838.9375,,,,
imagenet,resnet50v2,sync,dataFormat,1,119.7217,228.4968,223.8135,50.81111111,274.8453,54802,387,,,,
imagenet,resnet50v2,sync,dataFormat,2,121.8881,229.7845,197.6869,82.18788889,271.5875,54889,386.9375,,,,
imagenet,resnet50v2,sync,optMomentum,1,136.327,310.9168,224.9047,97.575,318.6812,57957,8839,,,,
imagenet,resnet50v2,sync,optMomentum,2,144.277,308.5118,229.2532,90.038,315.2598,57955,8838.9375,,,,
imagenet,resnet50v2,sync,optRmsprop,1,131.7213,300.1815,224.3029,89.97188889,311.3289,59532,8839,,,,
imagenet,resnet50v2,sync,optRmsprop,2,135.3821,300.3187,214.6527,95.25477778,309.235,59475,8838.9375,,,,
imagenet,resnet50v2,sync,usefp16,1,114.4937,251.8625,224.2055,82.35488889,306.9276,25963,4743,,,,
imagenet,resnet50v2,sync,usefp16,2,104.5234,260.1495,199.3025,111.6853333,304.9336,25733,450.9375,,,,
imagenet,resnet50v2,sync,winograd,1,132.0239,273.6327,222.3804,89.69666667,313.6488,25345,515,,,,
imagenet,resnet50v2,sync,winograd,2,142.4832,263.7498,217.0601,97.73177778,311.3677,25293,386.9375,,,,
imagenet,resnet50v2,sync,xla,1,144.1391,261.3248,231.8159,86.98977778,315.7559,25491,387,,,,
imagenet,resnet50v2,sync,xla,2,134.7639,259.5958,211.2511,104.4855556,313.0659,25574,386.9375,,,,
imagenet,vgg11,async,batch128,1,898.6197,2319.5719,913.1379,1404.344333,2322.0313,95644,387,,,,
imagenet,vgg11,async,batch128,2,869.4607,2255.5774,881.3664,1388.323556,2257.4461,95456,386.9375,,,,
imagenet,vgg11,async,batch256,1,909.0242,2410.8613,923.8999,1490.337222,2413.5018,99628,357,,,,
imagenet,vgg11,async,batch256,2,844.6547,2401.3923,854.1125,1548.149556,2402.9515,99614,362.9375,,,,
imagenet,vgg11,async,batch32,1,873.7863,2320.9281,886.4549,1438.911111,2323.8302,89325,387,,,,
imagenet,vgg11,async,batch32,2,850.378,2267.3845,863.4699,1415.583889,2269.2505,89231,386.9375,,,,
imagenet,vgg11,async,batch64,1,883.928,2247.0027,897.5764,1355.271333,2249.0884,92097,8967,,,,
imagenet,vgg11,async,batch64,2,910.5249,2339.1973,923.3011,1437.107444,2341.7761,92042,4748.9375,,,,
imagenet,vgg11,async,dataFormat,1,894.1019,2348.7876,909.7484,1434.607111,2351.8844,91784,8839,,,,
imagenet,vgg11,async,dataFormat,2,881.8468,2315.7584,893.4044,1423.222333,2317.1102,91919,9350.9375,,,,
imagenet,vgg11,async,optMomentum,1,890.3,2449.7937,900.8295,1541.215444,2451.8926,94056,387,,,,
imagenet,vgg11,async,optMomentum,2,859.7776,2351.6327,873.1342,1488.384111,2353.0643,94003,386.9375,,,,
imagenet,vgg11,async,optRmsprop,1,889.0568,2512.4675,900.3039,1618.795444,2514.3107,95450,33,,,,
imagenet,vgg11,async,optRmsprop,2,889.7112,2569.2681,911.4502,1674.622556,2571.1524,95118,32.9375,,,,
imagenet,vgg11,async,usefp16,1,879.9521,2326.5748,905.6523,1427.984111,2329.5814,92359,6791,,,,
imagenet,vgg11,async,usefp16,2,880.9033,2293.2791,896.8918,1405.615889,2295.2205,92306,386.9375,,,,
imagenet,vgg11,async,winograd,1,859.2594,2311.4124,875.1991,1449.030667,2314.5268,91169,8839,,,,
imagenet,vgg11,async,winograd,2,883.5102,2339.5586,897.2678,1440.291333,2341.1568,91167,386.9375,,,,
imagenet,vgg11,async,xla,1,889.6479,2337.7074,900.3443,1441.368333,2339.7857,92386,387,,,,
imagenet,vgg11,async,xla,2,872.9053,2246.5449,887.5403,1349.729889,2248.0669,92329,386.9375,,,,
imagenet,vgg11,sync,batch128,1,832.6914,2304.3322,844.8718,1447.060778,2306.891,95654,347,,,,
imagenet,vgg11,sync,batch128,2,873.7016,2245.795,886.1894,1418.007778,2248.8962,95243,336.9375,,,,
imagenet,vgg11,sync,batch256,1,885.1,2385.9003,897.3973,1479.657889,2389.2712,101197,5041,,,,
imagenet,vgg11,sync,batch256,2,852.6551,2349.8849,866.0928,1515.36,2372.8476,101144,386.9375,,,,
imagenet,vgg11,sync,batch32,1,878.3653,2294.0147,895.4755,1400.487889,2296.4056,92099,387,,,,
imagenet,vgg11,sync,batch32,2,823.885,2207.6591,839.1931,1467.855778,2259.8161,92047,386.9375,,,,
imagenet,vgg11,sync,batch64,1,850.3792,2356.1622,863.6896,1500.202778,2357.6086,93515,8967,,,,
imagenet,vgg11,sync,batch64,2,847.9483,2296.597,859.7069,1501.435667,2309.9681,93368,386.9375,,,,
imagenet,vgg11,sync,dataFormat,1,844.1631,2296.6987,854.6262,1430.570556,2299.016,92007,9095,,,,
imagenet,vgg11,sync,dataFormat,2,880.3715,2274.5733,893.9164,1390.469111,2291.6408,92136,9094.9375,,,,
imagenet,vgg11,sync,optMomentum,1,829.0081,2432.7804,841.4696,1592.240333,2435.0606,95076,8839,,,,
imagenet,vgg11,sync,optMomentum,2,830.7765,2355.6827,843.9758,1576.818889,2378.0564,94935,386.9375,,,,
imagenet,vgg11,sync,optRmsprop,1,873.7893,2542.0177,884.8414,1672.796222,2544.6492,96842,0,,,,
imagenet,vgg11,sync,optRmsprop,2,834.9773,2467.3811,847.8024,1709.872222,2501.0075,96605,0,,,,
imagenet,vgg11,sync,usefp16,1,829.0599,2266.818,846.7891,1422.585111,2269.5394,91786,8905,,,,
imagenet,vgg11,sync,usefp16,2,816.1805,2209.2804,830.3944,1444.708,2232.0092,92062,8904.9375,,,,
imagenet,vgg11,sync,winograd,1,859.3419,2330.0247,877.8529,1453.279444,2333.9641,92102,387,,,,
imagenet,vgg11,sync,winograd,2,841.7319,2281.6362,856.4047,1478.413222,2300.7584,92042,386.9375,,,,
imagenet,vgg11,sync,xla,1,849.6519,2360.4486,864.8799,1500.237222,2362.578,93197,345,,,,
imagenet,vgg11,sync,xla,2,858.5837,2298.4432,875.7768,1494.935444,2331.7789,93084,346.9375,,,,
imagenet,vgg16,async,batch128,1,904.9174,2319.6505,925.2463,1391.821333,2321.9656,97434,26,,,,
imagenet,vgg16,async,batch128,2,857.7532,2314.9761,873.1188,1455.319667,2317.0309,97382,25.9375,,,,
imagenet,vgg16,async,batch256,1,978.2301,2483.413,997.9675,1488.759889,2485.2908,106001,387,,,,
imagenet,vgg16,async,batch256,2,971.6316,2389.458,991.1741,1407.128556,2391.4344,105996,386.9375,,,,
imagenet,vgg16,async,batch32,1,908.4387,2356.696,926.2152,1437.643333,2359.3696,91076,1521,,,,
imagenet,vgg16,async,batch32,2,892.8385,2291.7671,915.8741,1395.629222,2293.5201,91019,386.9375,,,,
imagenet,vgg16,async,batch64,1,912.558,2334.3882,930.3607,1412.740667,2336.4126,94055,12,,,,
imagenet,vgg16,async,batch64,2,892.254,2374.5103,910.2598,1470.773889,2376.0636,94002,11.9375,,,,
imagenet,vgg16,async,dataFormat,1,913.3678,2334.9629,932.4913,1411.369667,2336.9152,92978,9095,,,,
imagenet,vgg16,async,dataFormat,2,865.2697,2234.0869,884.3762,1357.765,2235.7403,92925,386.9375,,,,
imagenet,vgg16,async,optMomentum,1,869.0837,2435.9686,889.1199,1560.862111,2438.3749,95186,17161,,,,
imagenet,vgg16,async,optMomentum,2,881.0625,2427.2373,900.7349,1539.991444,2429.5312,95128,386.9375,,,,
imagenet,vgg16,async,optRmsprop,1,928.8337,2609.0093,948.4627,1665.047222,2612.6045,98567,387,,,,
imagenet,vgg16,async,optRmsprop,2,884.0111,2470.5574,902.5434,1572.352222,2472.3395,98508,386.9375,,,,
imagenet,vgg16,async,usefp16,1,870.5737,2331.8615,899.0803,1436.057667,2335.415,93825,1627,,,,
imagenet,vgg16,async,usefp16,2,887.0278,2328.2047,911.5823,1416.508778,2331.5895,93817,386.9375,,,,
imagenet,vgg16,async,winograd,1,917.8115,2361.7738,935.0223,1434.491556,2364.5556,92337,17289,,,,
imagenet,vgg16,async,winograd,2,876.0663,2286.5397,892.2395,1395.199111,2288.0587,92332,17288.9375,,,,
imagenet,vgg16,async,xla,1,904.3814,2345.6634,930.2025,1417.802333,2347.9307,92562,0,,,,
imagenet,vgg16,async,xla,2,872.7565,2255.2643,892.6677,1367.587111,2256.5663,92308,0,,,,
imagenet,vgg16,sync,batch128,1,877.153,2356.8747,897.3968,1461.584667,2358.4583,99306,17543,,,,
imagenet,vgg16,sync,batch128,2,836.9039,2294.713,852.7416,1506.188111,2306.3618,99301,9344.9375,,,,
imagenet,vgg16,sync,batch256,1,948.0844,2481.2456,968.3156,1514.637111,2484.4751,108582,31139,,,,
imagenet,vgg16,sync,batch256,2,884.2958,2362.9786,904.0763,1591.815444,2411.8927,108517,386.9375,,,,
imagenet,vgg16,sync,batch32,1,863.8844,2293.1069,886.2379,1404.602667,2297.3109,92664,0,,,,
imagenet,vgg16,sync,batch32,2,842.2806,2238.8186,857.8652,1436.393111,2255.6715,92465,0,,,,
imagenet,vgg16,sync,batch64,1,835.6862,2343.6233,855.3067,1487.424222,2346.7982,94749,2675,,,,
imagenet,vgg16,sync,batch64,2,860.2057,2260.543,877.3766,1467.792222,2297.0132,94741,386.9375,,,,
imagenet,vgg16,sync,dataFormat,1,850.3141,2344.3961,871.5141,1478.420444,2348.1848,95975,9095,,,,
imagenet,vgg16,sync,dataFormat,2,860.7898,2315.6204,878.6177,1473.884444,2328.1022,95631,386.9375,,,,
imagenet,vgg16,sync,optMomentum,1,881.6945,2452.9372,907.0418,1547.493333,2456.547,96994,17161,,,,
imagenet,vgg16,sync,optMomentum,2,806.5725,2345.0709,822.2447,1632.763556,2404.1896,96986,17160.9375,,,,
imagenet,vgg16,sync,optRmsprop,1,855.7312,2574.85,871.4719,1701.974556,2578.709,100259,561,,,,
imagenet,vgg16,sync,optRmsprop,2,851.1077,2479.0872,871.9515,1707.856222,2516.0775,100257,386.9375,,,,
imagenet,vgg16,sync,usefp16,1,865.1278,2346.7316,881.9883,1471.088889,2351.0084,96416,469,,,,
imagenet,vgg16,sync,usefp16,2,874.6674,2287.8726,894.0712,1455.026556,2298.3666,96344,386.9375,,,,
imagenet,vgg16,sync,winograd,1,873.2603,2347.5371,890.9521,1459.422333,2350.486,95261,17159,,,,
imagenet,vgg16,sync,winograd,2,846.0458,2255.7119,868.9536,1481.693889,2291.5847,95350,4978.9375,,,,
imagenet,vgg16,sync,xla,1,858.2332,2362.4278,874.4561,1477.105667,2365.102,95606,0,,,,
imagenet,vgg16,sync,xla,2,876.441,2289.4716,895.4635,1469.516778,2302.2183,95545,0,,,,
imagenet,vgg19,async,batch128,1,918.6211,2396.6275,941.3508,1464.439111,2400.2143,98070,17289,,,,
imagenet,vgg19,async,batch128,2,890.9586,2308.4677,911.643,1392.658556,2310.3747,97912,9066.9375,,,,
imagenet,vgg19,async,batch256,1,987.932,2439.3011,1011.2018,1429.209444,2441.8093,107119,387,,,,
imagenet,vgg19,async,batch256,2,983.6031,2457.8719,1007.2932,1453.450667,2460.361,107209,386.9375,,,,
imagenet,vgg19,async,batch32,1,912.4121,2384.49,938.5599,1463.578111,2387.3407,91383,2559,,,,
imagenet,vgg19,async,batch32,2,871.6971,2254.2033,898.0857,1354.557556,2256.4132,91382,386.9375,,,,
imagenet,vgg19,async,batch64,1,914.6588,2350.7018,937.3313,1424.132222,2353.2565,92401,17161,,,,
imagenet,vgg19,async,batch64,2,860.4604,2230.5763,886.9344,1353.747667,2233.9679,92399,4980.9375,,,,
imagenet,vgg19,async,dataFormat,1,920.9649,2367.8669,948.647,1417.862,2370.2737,94003,9097,,,,
imagenet,vgg19,async,dataFormat,2,866.9886,2270.0619,890.6967,1387.781556,2272.0638,93942,386.9375,,,,
imagenet,vgg19,async,optMomentum,1,892.9371,2426.6958,909.4226,1534.976667,2429.255,95849,17289,,,,
imagenet,vgg19,async,optMomentum,2,870.6576,2473.6579,892.8548,1582.754444,2476.1742,95993,17160.9375,,,,
imagenet,vgg19,async,optRmsprop,1,876.7127,2557.9209,901.3458,1672.704111,2560.0806,98787,4853,,,,
imagenet,vgg19,async,optRmsprop,2,871.1927,2478.3055,891.584,1592.796667,2480.096,98738,386.9375,,,,
imagenet,vgg19,async,usefp16,1,930.3556,2324.751,953.9367,1369.526778,2326.7732,94773,2559,,,,
imagenet,vgg19,async,usefp16,2,925.1737,2386.4546,953.3,1432.372667,2387.8223,94720,386.9375,,,,
imagenet,vgg19,async,winograd,1,865.2003,2274.048,887.3489,1381.614333,2276.7116,92646,387,,,,
imagenet,vgg19,async,winograd,2,834.0547,2262.8355,855.4359,1418.980778,2265.6493,92273,386.9375,,,,
imagenet,vgg19,async,xla,1,863.2048,2327.0711,889.2169,1454.962778,2329.0427,92392,17287,,,,
imagenet,vgg19,async,xla,2,872.0647,2232.9665,895.6542,1338.288556,2234.7561,92387,386.9375,,,,
imagenet,vgg19,sync,batch128,1,849.7981,2359.9945,871.7503,1497.438889,2363.1472,99210,375,,,,
imagenet,vgg19,sync,batch128,2,882.6386,2327.6596,905.8146,1463.306111,2340.4364,99208,362.9375,,,,
imagenet,vgg19,sync,batch256,1,992.917,2624.2999,1017.287,1625.235667,2627.4239,110263,387,,,,
imagenet,vgg19,sync,batch256,2,1029.5158,2497.8122,1045.6311,1578.809667,2570.1417,110072,386.9375,,,,
imagenet,vgg19,sync,batch32,1,853.7808,2342.0973,878.5293,1469.988222,2345.0141,93007,371,,,,
imagenet,vgg19,sync,batch32,2,837.517,2318.9547,859.9577,1485.797556,2321.14,92859,372.9375,,,,
imagenet,vgg19,sync,batch64,1,893.5174,2363.4133,919.7413,1458.893667,2364.8218,95392,387,,,,
imagenet,vgg19,sync,batch64,2,883.0923,2308.3968,901.3448,1464.078556,2324.6881,95386,386.9375,,,,
imagenet,vgg19,sync,dataFormat,1,863.0315,2342.6008,880.5655,1467.874889,2346.1284,96129,12,,,,
imagenet,vgg19,sync,dataFormat,2,851.0668,2267.686,871.7126,1477.026222,2319.9397,96072,11.9375,,,,
imagenet,vgg19,sync,optMomentum,1,872.8631,2513.565,893.582,1624.550333,2517.6622,98547,17161,,,,
imagenet,vgg19,sync,optMomentum,2,864.2733,2399.3386,884.9909,1630.128333,2406.3519,98298,552.9375,,,,
imagenet,vgg19,sync,optRmsprop,1,869.0099,2581.3702,891.1166,1687.967333,2584.3141,100729,387,,,,
imagenet,vgg19,sync,optRmsprop,2,842.992,2519.8963,863.6967,1713.534222,2555.4906,100676,386.9375,,,,
imagenet,vgg19,sync,usefp16,1,880.1689,2381.2245,912.7025,1460.808111,2384.3965,96350,0,,,,
imagenet,vgg19,sync,usefp16,2,880.1711,2309.1813,902.4724,1480.442556,2345.9147,96342,0,,,,
imagenet,vgg19,sync,winograd,1,865.5888,2347.6121,890.9627,1464.901889,2349.9766,95423,367,,,,
imagenet,vgg19,sync,winograd,2,877.2155,2301.5394,898.8419,1463.589889,2322.2479,95514,368.9375,,,,
imagenet,vgg19,sync,xla,1,859.8708,2331.7063,888.7217,1450.259556,2335.4692,94974,369,,,,
imagenet,vgg19,sync,xla,2,848.314,2243.3774,876.8561,1460.123889,2281.3497,94915,368.9375,,,,
