Model,w_idx,RX_time(ms),TX_time(ms),GPU_Active(ms),GPU_Idle(ms),1_Iter_time(ms),Total_time(ms),GPU_Memory(MB)
cifar10_resnet110_v2_sync_winograd,1,-1E+13,-1E+13,203.7302,57.05022222,255.6053,31764,387
cifar10_resnet110_v2_sync_winograd,2,-1E+13,-1E+13,246.8807,11.92144444,249.66,31336,386.9375
cifar10_resnet110_v2_sync_xla,1,-1E+13,-1E+13,240.6536,43.22677778,293.2154,62766,1701
cifar10_resnet110_v2_sync_xla,2,-1E+13,-1E+13,259.0922,39.44611111,266.7666,62702,388.9375
cifar10_resnet20_async_batch128,1,-1E+13,-1E+13,50.4279,7.008,55.741,45421,1221
cifar10_resnet20_async_batch128,2,-1E+13,-1E+13,62.8559,8.911666667,67.4648,45409,1220.9375
cifar10_resnet20_async_batch256,1,-1E+13,-1E+13,50.7385,9.185555556,57.6748,44932,1799
cifar10_resnet20_async_batch256,2,-1E+13,-1E+13,55.3816,12.479,64.9999,44789,1806.9375
cifar10_resnet20_async_batch32,1,-1E+13,-1E+13,55.8454,7.010111111,60.5787,44600,387
cifar10_resnet20_async_batch32,2,-1E+13,-1E+13,49.806,9.634,55.8043,44537,386.9375
cifar10_resnet20_async_batch512,1,-1E+13,-1E+13,60.49,16.81555556,76.0957,45439,2967
cifar10_resnet20_async_batch512,2,-1E+13,-1E+13,66.8615,24.51044444,88.1817,45438,2950.9375
cifar10_resnet20_async_batch64,1,-1E+13,-1E+13,52.9823,7.792888889,58.3574,44256,0
cifar10_resnet20_async_batch64,2,-1E+13,-1E+13,49.9141,9.267777778,55.003,44202,0
cifar10_resnet20_async_dataFormat,1,-1E+13,-1E+13,51.565,5.234777778,55.3263,44690,933
cifar10_resnet20_async_dataFormat,2,-1E+13,-1E+13,61.9706,8.813666667,67.1866,44736,932.9375
cifar10_resnet20_async_optMomentum,1,-1E+13,-1E+13,58.0597,5.426888889,61.4199,44949,933
cifar10_resnet20_async_optMomentum,2,-1E+13,-1E+13,47.7945,8.921333333,53.4966,44891,932.9375
cifar10_resnet20_async_optRmsprop,1,-1E+13,-1E+13,58.1369,6.609444444,62.4385,15795,933
cifar10_resnet20_async_optRmsprop,2,-1E+13,-1E+13,50.4016,9.210555556,56.5392,15727,932.9375
cifar10_resnet20_async_use_fp16,1,-1E+13,-1E+13,74.565,5.194888889,77.1697,14583,12
cifar10_resnet20_async_use_fp16,2,-1E+13,-1E+13,61.5737,8.868777778,66.584,14530,11.9375
cifar10_resnet20_async_winograd,1,-1E+13,-1E+13,54.3695,5.024888889,57.196,44537,933
cifar10_resnet20_async_winograd,2,-1E+13,-1E+13,52.3217,5.836777778,54.9612,44578,386.9375
cifar10_resnet20_async_xla,1,-1E+13,-1E+13,53.6048,5.772888889,57.6827,44436,31
cifar10_resnet20_async_xla,2,-1E+13,-1E+13,66.5912,8.336222222,71.0902,44386,30.9375
cifar10_resnet20_sync_batch128,1,-1E+13,-1E+13,61.0875,7.893555556,67.1576,14579,387
cifar10_resnet20_sync_batch128,2,-1E+13,-1E+13,49.3207,19.47366667,52.9887,14756,386.9375
cifar10_resnet20_sync_batch256,1,-1E+13,-1E+13,55.8664,13.97422222,67.8667,44597,0
cifar10_resnet20_sync_batch256,2,-1E+13,-1E+13,50.1997,20.01811111,64.452,44593,0
cifar10_resnet20_sync_batch32,1,-1E+13,-1E+13,58.5712,6.466,63.5239,14612,789
cifar10_resnet20_sync_batch32,2,-1E+13,-1E+13,46.5152,15.943,51.5529,14595,788.9375
cifar10_resnet20_sync_batch512,1,-1E+13,-1E+13,63.4949,23.12877778,84.0408,45646,2951
cifar10_resnet20_sync_batch512,2,-1E+13,-1E+13,64.0153,22.43511111,82.4394,45595,2950.9375
cifar10_resnet20_sync_batch64,1,-1E+13,-1E+13,55.9802,8.881,63.9007,44423,933
cifar10_resnet20_sync_batch64,2,-1E+13,-1E+13,55.5759,10.52477778,58.4372,44309,932.9375
cifar10_resnet20_sync_dataFormat,1,-1E+13,-1E+13,57.7105,6.822555556,62.9325,14407,0
cifar10_resnet20_sync_dataFormat,2,-1E+13,-1E+13,45.4858,14.86166667,49.1911,14354,0
cifar10_resnet20_sync_optMomentum,1,-1E+13,-1E+13,57.7896,14.26344444,71.7878,45462,12
cifar10_resnet20_sync_optMomentum,2,-1E+13,-1E+13,61.7313,12.11455556,66.2372,45504,11.9375
cifar10_resnet20_sync_optRmsprop,1,-1E+13,-1E+13,50.3883,11.39822222,59.5136,45499,0
cifar10_resnet20_sync_optRmsprop,2,-1E+13,-1E+13,49.3193,9.863777778,52.3716,45445,0
cifar10_resnet20_sync_use_fp16,1,-1E+13,-1E+13,58.9528,7.613555556,66.9608,45209,917
cifar10_resnet20_sync_use_fp16,2,-1E+13,-1E+13,53.7431,16.00888889,57.2626,45158,916.9375
cifar10_resnet20_sync_winograd,1,-1E+13,-1E+13,58.0365,8.035777778,65.8648,14485,933
cifar10_resnet20_sync_winograd,2,-1E+13,-1E+13,50.9054,17.61933333,56.007,14479,932.9375
cifar10_resnet20_sync_xla,1,-1E+13,-1E+13,49.6902,15.40555556,64.6077,44952,933
cifar10_resnet20_sync_xla,2,-1E+13,-1E+13,55.2204,11.647,58.6806,44946,446.9375
cifar10_resnet20_v2_async_batch128,1,-1E+13,-1E+13,54.6897,5.532555556,58.1659,14225,1221
cifar10_resnet20_v2_async_batch128,2,-1E+13,-1E+13,44.0755,7.704222222,48.5239,14170,646.9375
cifar10_resnet20_v2_async_batch256,1,-1E+13,-1E+13,51.9632,8.416777778,57.9862,44169,35
cifar10_resnet20_v2_async_batch256,2,-1E+13,-1E+13,43.1888,13.20033333,54.1375,44112,34.9375
cifar10_resnet20_v2_async_batch32,1,-1E+13,-1E+13,46.9059,5.855222222,50.5534,13955,789
cifar10_resnet20_v2_async_batch32,2,-1E+13,-1E+13,57.9161,7.513,62.29,13898,788.9375
cifar10_resnet20_v2_async_batch512,1,-1E+13,-1E+13,67.5938,14.12411111,80.1893,44605,2967
cifar10_resnet20_v2_async_batch512,2,-1E+13,-1E+13,45.9306,37.05422222,78.0289,44372,2966.9375
cifar10_resnet20_v2_async_batch64,1,-1E+13,-1E+13,44.7748,7.269666667,48.7197,44454,387
cifar10_resnet20_v2_async_batch64,2,-1E+13,-1E+13,55.4571,10.08777778,61.7591,44391,386.9375
cifar10_resnet20_v2_async_dataFormat,1,-1E+13,-1E+13,50.4431,7.293444444,55.8669,44200,389
cifar10_resnet20_v2_async_dataFormat,2,-1E+13,-1E+13,51.0466,7.230777778,54.405,44139,388.9375
cifar10_resnet20_v2_async_optMomentum,1,-1E+13,-1E+13,43.2642,5.994,47.2405,14638,623
cifar10_resnet20_v2_async_optMomentum,2,-1E+13,-1E+13,47.8632,11.36611111,55.2023,14820,612.9375
cifar10_resnet20_v2_async_optRmsprop,1,-1E+13,-1E+13,43.367,6.778111111,48.0818,15064,933
cifar10_resnet20_v2_async_optRmsprop,2,-1E+13,-1E+13,46.5179,9.511444444,52.0567,15012,932.9375
cifar10_resnet20_v2_async_use_fp16,1,-1E+13,-1E+13,61.5909,7.318777778,66.7336,45223,387
cifar10_resnet20_v2_async_use_fp16,2,-1E+13,-1E+13,65.2034,7.814777778,69.7143,44976,386.9375
cifar10_resnet20_v2_async_winograd,1,-1E+13,-1E+13,57.0993,8.748444444,63.2282,14084,933
cifar10_resnet20_v2_async_winograd,2,-1E+13,-1E+13,42.541,7.892,47.7792,14018,932.9375
cifar10_resnet20_v2_async_xla,1,-1E+13,-1E+13,52.2781,5.089555556,55.4414,13928,933
cifar10_resnet20_v2_async_xla,2,-1E+13,-1E+13,54.3469,8.062444444,58.9966,14015,932.9375
cifar10_resnet20_v2_sync_batch128,1,-1E+13,-1E+13,55.5666,10.93144444,66.1666,45144,1221
cifar10_resnet20_v2_sync_batch128,2,-1E+13,-1E+13,54.2239,13.76544444,57.6124,44907,392.9375
cifar10_resnet20_v2_sync_batch256,1,-1E+13,-1E+13,51.3139,13.77133333,63.5953,44685,387
cifar10_resnet20_v2_sync_batch256,2,-1E+13,-1E+13,47.779,18.31333333,56.9839,44578,386.9375
cifar10_resnet20_v2_sync_batch32,1,-1E+13,-1E+13,45.6157,9.418,52.9269,44236,789
cifar10_resnet20_v2_sync_batch32,2,-1E+13,-1E+13,41.4364,11.20688889,45.1331,44152,584.9375
cifar10_resnet20_v2_sync_batch512,1,-1E+13,-1E+13,62.6343,17.54388889,79.4123,45105,2951
cifar10_resnet20_v2_sync_batch512,2,-1E+13,-1E+13,49.4047,32.17066667,75.3643,45103,2966.9375
cifar10_resnet20_v2_sync_batch64,1,-1E+13,-1E+13,50.0557,7.932666667,56.5475,44523,933
cifar10_resnet20_v2_sync_batch64,2,-1E+13,-1E+13,48.2329,9.618888889,51.7379,44466,932.9375
cifar10_resnet20_v2_sync_dataFormat,1,-1E+13,-1E+13,53.2441,9.512,60.0444,44416,933
cifar10_resnet20_v2_sync_dataFormat,2,-1E+13,-1E+13,43.3711,17.36522222,48.5085,44361,932.9375
cifar10_resnet20_v2_sync_optMomentum,1,-1E+13,-1E+13,48.3688,18.62633333,66.9477,45151,657
cifar10_resnet20_v2_sync_optMomentum,2,-1E+13,-1E+13,62.1247,6.066777778,64.3135,45149,650.9375
cifar10_resnet20_v2_sync_optRmsprop,1,-1E+13,-1E+13,60.6171,10.86977778,69.6602,46210,0
cifar10_resnet20_v2_sync_optRmsprop,2,-1E+13,-1E+13,54.4217,17.967,59.007,46205,0
cifar10_resnet20_v2_sync_use_fp16,1,-1E+13,-1E+13,58.494,17.18344444,73.9937,14611,917
cifar10_resnet20_v2_sync_use_fp16,2,-1E+13,-1E+13,63.1945,13.126,67.8092,14609,916.9375
cifar10_resnet20_v2_sync_winograd,1,-1E+13,-1E+13,46.5702,10.08966667,54.0212,44131,491
cifar10_resnet20_v2_sync_winograd,2,-1E+13,-1E+13,44.673,9.089888889,48.2522,44077,510.9375
cifar10_resnet20_v2_sync_xla,1,-1E+13,-1E+13,58.5006,8.196333333,64.7811,13954,933
cifar10_resnet20_v2_sync_xla,2,-1E+13,-1E+13,50.7968,13.94788889,53.4369,13898,932.9375
cifar10_resnet32_async_batch128,1,-1E+13,-1E+13,74.3341,6.273,77.306,46699,1221
cifar10_resnet32_async_batch128,2,-1E+13,-1E+13,72.4261,11.53666667,81.3416,46693,1220.9375
cifar10_resnet32_async_batch256,1,-1E+13,-1E+13,76.9325,10.95755556,86.332,47005,1799
cifar10_resnet32_async_batch256,2,-1E+13,-1E+13,91.1456,16.12166667,102.6578,46954,1798.9375
cifar10_resnet32_async_batch32,1,-1E+13,-1E+13,87.8675,7.582222222,92.8552,16659,789
cifar10_resnet32_async_batch32,2,-1E+13,-1E+13,97.1455,8.024888889,101.3165,16657,788.9375
cifar10_resnet32_async_batch512,1,-1E+13,-1E+13,86.1313,27.01344444,110.7679,47423,2951
cifar10_resnet32_async_batch512,2,-1E+13,-1E+13,78.0363,51.36122222,122.7173,47407,2950.9375
cifar10_resnet32_async_batch64,1,-1E+13,-1E+13,73.7034,5.976888889,78.2769,16391,933
cifar10_resnet32_async_batch64,2,-1E+13,-1E+13,96.0003,11.93655556,102.9262,16163,932.9375
cifar10_resnet32_async_dataFormat,1,-1E+13,-1E+13,98.5183,6.314777778,102.2456,46637,933
cifar10_resnet32_async_dataFormat,2,-1E+13,-1E+13,86.8627,8.120555556,91.3811,46528,932.9375
cifar10_resnet32_async_optMomentum,1,-1E+13,-1E+13,75.5426,8.602,82.6078,48451,387
cifar10_resnet32_async_optMomentum,2,-1E+13,-1E+13,95.5791,12.29333333,102.6938,48396,386.9375
cifar10_resnet32_async_optRmsprop,1,-1E+13,-1E+13,83.2794,9.155333333,89.001,49436,387
cifar10_resnet32_async_optRmsprop,2,-1E+13,-1E+13,94.294,14.45888889,104.0994,49380,386.9375
cifar10_resnet32_async_use_fp16,1,-1E+13,-1E+13,89.9642,6.508222222,94.4542,17752,917
cifar10_resnet32_async_use_fp16,2,-1E+13,-1E+13,100.1303,15.12233333,108.4748,17701,916.9375
cifar10_resnet32_async_winograd,1,-1E+13,-1E+13,84.0852,8.333444444,88.9826,46552,365
cifar10_resnet32_async_winograd,2,-1E+13,-1E+13,83.8329,10.31944444,89.6727,46788,358.9375
cifar10_resnet32_async_xla,1,-1E+13,-1E+13,94.7828,9.582555556,101.6854,46697,933
cifar10_resnet32_async_xla,2,-1E+13,-1E+13,79.4703,10.91444444,85.8053,46643,932.9375
cifar10_resnet32_sync_batch128,1,-1E+13,-1E+13,81.9024,25.84955556,105.0532,47485,387
cifar10_resnet32_sync_batch128,2,-1E+13,-1E+13,93.4315,14.69966667,99.6119,47481,386.9375
cifar10_resnet32_sync_batch256,1,-1E+13,-1E+13,85.1957,21.019,103.576,47121,1807
cifar10_resnet32_sync_batch256,2,-1E+13,-1E+13,83.4868,22.73411111,92.7997,47120,1798.9375
cifar10_resnet32_sync_batch32,1,-1E+13,-1E+13,89.7522,8.594777778,95.8118,47096,789
cifar10_resnet32_sync_batch32,2,-1E+13,-1E+13,76.0768,23.45544444,79.7533,47041,386.9375
cifar10_resnet32_sync_batch512,1,-1E+13,-1E+13,89.111,29.71322222,118.3966,47858,2951
cifar10_resnet32_sync_batch512,2,-1E+13,-1E+13,82.9339,38.07888889,114.5324,47801,2966.9375
cifar10_resnet32_sync_batch64,1,-1E+13,-1E+13,89.2721,16.244,103.8696,16814,339
cifar10_resnet32_sync_batch64,2,-1E+13,-1E+13,85.1072,21.76811111,89.0671,16857,342.9375
cifar10_resnet32_sync_dataFormat,1,-1E+13,-1E+13,72.6814,22.43722222,93.0349,47016,415
cifar10_resnet32_sync_dataFormat,2,-1E+13,-1E+13,84.6739,11.54477778,88.2631,46961,386.9375
cifar10_resnet32_sync_optMomentum,1,-1E+13,-1E+13,87.26,22.60444444,107.0984,18246,933
cifar10_resnet32_sync_optMomentum,2,-1E+13,-1E+13,83.5666,24.91455556,88.1835,18376,932.9375
cifar10_resnet32_sync_optRmsprop,1,-1E+13,-1E+13,94.8308,17.52755556,109.7954,50220,933
cifar10_resnet32_sync_optRmsprop,2,-1E+13,-1E+13,84.8089,21.00588889,90.3662,50168,932.9375
cifar10_resnet32_sync_use_fp16,1,-1E+13,-1E+13,91.0866,13.82,102.7244,48100,917
cifar10_resnet32_sync_use_fp16,2,-1E+13,-1E+13,86.8317,17.36333333,90.5858,48042,916.9375
cifar10_resnet32_sync_winograd,1,-1E+13,-1E+13,98.1753,7.320666667,103.7361,47051,933
cifar10_resnet32_sync_winograd,2,-1E+13,-1E+13,79.2711,27.32266667,84.7878,47046,932.9375
cifar10_resnet32_sync_xla,1,-1E+13,-1E+13,92.9928,10.00766667,100.4802,16990,933
cifar10_resnet32_sync_xla,2,-1E+13,-1E+13,70.7692,30.72333333,76.4588,16928,452.9375
cifar10_resnet32_v2_async_batch128,1,-1E+13,-1E+13,66.5872,7.764222222,71.4727,16430,393
cifar10_resnet32_v2_async_batch128,2,-1E+13,-1E+13,86.1338,10.72788889,93.0313,16422,392.9375
cifar10_resnet32_v2_async_batch256,1,-1E+13,-1E+13,91.058,12.24833333,102.309,46348,387
cifar10_resnet32_v2_async_batch256,2,-1E+13,-1E+13,72.0361,15.90855556,85.3713,46525,386.9375
cifar10_resnet32_v2_async_batch32,1,-1E+13,-1E+13,87.6129,7.920333333,92.5536,16305,0
cifar10_resnet32_v2_async_batch32,2,-1E+13,-1E+13,78.3678,8.979555556,84.0607,16304,0
cifar10_resnet32_v2_async_batch512,1,-1E+13,-1E+13,82.7992,31.02722222,112.7696,47452,2951
cifar10_resnet32_v2_async_batch512,2,-1E+13,-1E+13,80.601,51.16255556,125.0077,47488,2966.9375
cifar10_resnet32_v2_async_batch64,1,-1E+13,-1E+13,64.7573,6.690666667,68.8003,16126,387
cifar10_resnet32_v2_async_batch64,2,-1E+13,-1E+13,66.7631,8.195222222,72.0663,16065,386.9375
cifar10_resnet32_v2_async_dataFormat,1,-1E+13,-1E+13,73.4685,5.995666667,77.7011,46308,933
cifar10_resnet32_v2_async_dataFormat,2,-1E+13,-1E+13,85.6986,10.90833333,92.7026,46481,932.9375
cifar10_resnet32_v2_async_optMomentum,1,-1E+13,-1E+13,74.7597,8.267222222,81.2876,47653,933
cifar10_resnet32_v2_async_optMomentum,2,-1E+13,-1E+13,87.1117,12.06733333,94.2114,47598,932.9375
cifar10_resnet32_v2_async_optRmsprop,1,-1E+13,-1E+13,78.6153,7.846777778,83.9894,18391,0
cifar10_resnet32_v2_async_optRmsprop,2,-1E+13,-1E+13,60.6605,9.375666667,66.01,18429,0
cifar10_resnet32_v2_async_use_fp16,1,-1E+13,-1E+13,73.1434,6.787666667,77.7201,47174,917
cifar10_resnet32_v2_async_use_fp16,2,-1E+13,-1E+13,85.5342,9.686555556,91.4257,47119,916.9375
cifar10_resnet32_v2_async_winograd,1,-1E+13,-1E+13,89.2514,8.508777778,95.7228,46466,933
cifar10_resnet32_v2_async_winograd,2,-1E+13,-1E+13,79.0782,11.96733333,87.639,46446,932.9375
cifar10_resnet32_v2_async_xla,1,-1E+13,-1E+13,72.893,8.022111111,78.621,45881,0
cifar10_resnet32_v2_async_xla,2,-1E+13,-1E+13,78.0168,7.864555556,82.0603,45929,0
cifar10_resnet32_v2_sync_batch128,1,-1E+13,-1E+13,75.1521,14.15555556,88.4978,46764,1221
cifar10_resnet32_v2_sync_batch128,2,-1E+13,-1E+13,75.76,15.81633333,79.8031,46694,1220.9375
cifar10_resnet32_v2_sync_batch256,1,-1E+13,-1E+13,77.1008,25.26611111,101.1419,47183,0
cifar10_resnet32_v2_sync_batch256,2,-1E+13,-1E+13,84.6832,20.13911111,93.1982,47181,0
cifar10_resnet32_v2_sync_batch32,1,-1E+13,-1E+13,70.5106,19.32555556,86.4046,46993,0
cifar10_resnet32_v2_sync_batch32,2,-1E+13,-1E+13,75.1506,13.12066667,79.4121,46980,0
cifar10_resnet32_v2_sync_batch512,1,-1E+13,-1E+13,98.4813,27.06855556,124.5614,47530,2951
cifar10_resnet32_v2_sync_batch512,2,-1E+13,-1E+13,73.9121,50.52888889,119.7907,47525,2966.9375
cifar10_resnet32_v2_sync_batch64,1,-1E+13,-1E+13,85.241,21.63666667,103.2022,46608,12
cifar10_resnet32_v2_sync_batch64,2,-1E+13,-1E+13,91.8525,12.26277778,96.8647,46556,11.9375
cifar10_resnet32_v2_sync_dataFormat,1,-1E+13,-1E+13,74.4896,9.346888889,81.963,46633,0
cifar10_resnet32_v2_sync_dataFormat,2,-1E+13,-1E+13,65.4089,16.649,69.0869,46628,0
cifar10_resnet32_v2_sync_optMomentum,1,-1E+13,-1E+13,79.3362,8.228777778,88.1966,47846,933
cifar10_resnet32_v2_sync_optMomentum,2,-1E+13,-1E+13,73.836,17.34944444,78.1594,47841,932.9375
cifar10_resnet32_v2_sync_optRmsprop,1,-1E+13,-1E+13,74.8777,11.18822222,84.9488,48702,35
cifar10_resnet32_v2_sync_optRmsprop,2,-1E+13,-1E+13,67.4854,20.31933333,70.6105,48686,64.9375
cifar10_resnet32_v2_sync_use_fp16,1,-1E+13,-1E+13,94.9326,8.082666667,102.6443,47554,917
cifar10_resnet32_v2_sync_use_fp16,2,-1E+13,-1E+13,80.4625,24.99711111,83.3754,47498,916.9375
cifar10_resnet32_v2_sync_winograd,1,-1E+13,-1E+13,79.7229,10.90522222,88.898,46570,0
cifar10_resnet32_v2_sync_winograd,2,-1E+13,-1E+13,74.8697,13.43688889,78.9894,46568,0
cifar10_resnet32_v2_sync_xla,1,-1E+13,-1E+13,76.9451,20.81611111,94.188,47096,933
cifar10_resnet32_v2_sync_xla,2,-1E+13,-1E+13,84.5268,10.275,88.0198,46857,932.9375
cifar10_resnet44_async_batch128,1,-1E+13,-1E+13,104.2726,8.342888889,110.5634,48939,1221
cifar10_resnet44_async_batch128,2,-1E+13,-1E+13,103.5408,8.928333333,110.7732,48881,1220.9375
cifar10_resnet44_async_batch256,1,-1E+13,-1E+13,120.5069,10.18555556,128.8364,49432,387
cifar10_resnet44_async_batch256,2,-1E+13,-1E+13,109.1566,19.71188889,125.4047,49418,386.9375
cifar10_resnet44_async_batch32,1,-1E+13,-1E+13,111.1111,6.862666667,116.2491,48974,917
cifar10_resnet44_async_batch32,2,-1E+13,-1E+13,112.1531,13.79466667,121.8416,49020,386.9375
cifar10_resnet44_async_batch512,1,-1E+13,-1E+13,126.201,19.75888889,147.3645,50436,35
cifar10_resnet44_async_batch512,2,-1E+13,-1E+13,111.8768,72.00744444,176.3244,50428,34.9375
cifar10_resnet44_async_batch64,1,-1E+13,-1E+13,106.9356,5.879111111,111.067,49539,933
cifar10_resnet44_async_batch64,2,-1E+13,-1E+13,112.4906,8.976,118.1867,49583,932.9375
cifar10_resnet44_async_dataFormat,1,-1E+13,-1E+13,96.339,6.874777778,100.7018,19232,0
cifar10_resnet44_async_dataFormat,2,-1E+13,-1E+13,138.7469,9.500777778,143.9914,19229,0
cifar10_resnet44_async_optMomentum,1,-1E+13,-1E+13,97.5298,6.161222222,101.9738,51101,0
cifar10_resnet44_async_optMomentum,2,-1E+13,-1E+13,109.6199,8.819777778,114.8079,50857,0
cifar10_resnet44_async_optRmsprop,1,-1E+13,-1E+13,123.7516,8.741777778,128.6,23638,387
cifar10_resnet44_async_optRmsprop,2,-1E+13,-1E+13,102.1264,20.38844444,118.9355,23588,386.9375
cifar10_resnet44_async_use_fp16,1,-1E+13,-1E+13,129.3894,6.575111111,134.0163,20342,387
cifar10_resnet44_async_use_fp16,2,-1E+13,-1E+13,134.0817,8.024666667,141.9225,20199,386.9375
cifar10_resnet44_async_winograd,1,-1E+13,-1E+13,106.7242,5.572666667,110.156,49333,933
cifar10_resnet44_async_winograd,2,-1E+13,-1E+13,117.3346,13.78544444,126.8104,49275,932.9375
cifar10_resnet44_async_xla,1,-1E+13,-1E+13,114.9991,8.878222222,120.2224,48449,933
cifar10_resnet44_async_xla,2,-1E+13,-1E+13,127.1742,10.33288889,132.3368,48397,932.9375
cifar10_resnet44_sync_batch128,1,-1E+13,-1E+13,120.5003,6.274,125.0119,49646,1221
cifar10_resnet44_sync_batch128,2,-1E+13,-1E+13,87.4705,35.35244444,93.9543,49294,1220.9375
cifar10_resnet44_sync_batch256,1,-1E+13,-1E+13,110.8832,32.84511111,140.1209,50479,1799
cifar10_resnet44_sync_batch256,2,-1E+13,-1E+13,118.9144,24.66222222,131.5439,50460,1798.9375
cifar10_resnet44_sync_batch32,1,-1E+13,-1E+13,123.9664,16.30322222,139.1545,49978,343
cifar10_resnet44_sync_batch32,2,-1E+13,-1E+13,117.687,25.49222222,126.755,49795,346.9375
cifar10_resnet44_sync_batch512,1,-1E+13,-1E+13,121.3217,34.50277778,156.3281,20167,2951
cifar10_resnet44_sync_batch512,2,-1E+13,-1E+13,103.0369,56.56477778,148.1094,20106,2950.9375
cifar10_resnet44_sync_batch64,1,-1E+13,-1E+13,123.3575,14.36566667,138.6193,49604,933
cifar10_resnet44_sync_batch64,2,-1E+13,-1E+13,118.7683,23.52811111,121.9835,49600,932.9375
cifar10_resnet44_sync_dataFormat,1,-1E+13,-1E+13,103.7759,15.95011111,118.4565,49569,933
cifar10_resnet44_sync_dataFormat,2,-1E+13,-1E+13,105.1661,15.99355556,109.2632,49622,932.9375
cifar10_resnet44_sync_optMomentum,1,-1E+13,-1E+13,103.3154,21.89377778,122.5868,51837,359
cifar10_resnet44_sync_optMomentum,2,-1E+13,-1E+13,108.9463,16.35088889,114.854,51835,358.9375
cifar10_resnet44_sync_optRmsprop,1,-1E+13,-1E+13,107.4474,31.75377778,134.2627,53545,12
cifar10_resnet44_sync_optRmsprop,2,-1E+13,-1E+13,116.7227,20.60222222,120.7555,53486,11.9375
cifar10_resnet44_sync_use_fp16,1,-1E+13,-1E+13,141.724,27.02144444,164.788,20557,917
cifar10_resnet44_sync_use_fp16,2,-1E+13,-1E+13,145.7745,18.97811111,148.9963,20493,386.9375
cifar10_resnet44_sync_winograd,1,-1E+13,-1E+13,140.6143,9.904222222,148.0064,49854,0
cifar10_resnet44_sync_winograd,2,-1E+13,-1E+13,109.0981,37.531,116.8379,49853,0
cifar10_resnet44_sync_xla,1,-1E+13,-1E+13,130.7196,10.28255556,139.9223,19280,573
cifar10_resnet44_sync_xla,2,-1E+13,-1E+13,111.7276,33.77488889,123.9748,19220,386.9375
cifar10_resnet44_v2_async_batch128,1,-1E+13,-1E+13,110.8372,7.676555556,117.2766,47993,1221
cifar10_resnet44_v2_async_batch128,2,-1E+13,-1E+13,109.6654,9.213666667,114.6168,48084,1220.9375
cifar10_resnet44_v2_async_batch256,1,-1E+13,-1E+13,112.2804,11.95355556,123.3984,48926,0
cifar10_resnet44_v2_async_batch256,2,-1E+13,-1E+13,96.4528,23.77577778,116.1196,48973,0
cifar10_resnet44_v2_async_batch32,1,-1E+13,-1E+13,101.6042,8.489111111,107.2642,48514,917
cifar10_resnet44_v2_async_batch32,2,-1E+13,-1E+13,96.8632,12.71533333,104.0939,48656,916.9375
cifar10_resnet44_v2_async_batch512,1,-1E+13,-1E+13,107.8266,38.49077778,144.3292,19840,2967
cifar10_resnet44_v2_async_batch512,2,-1E+13,-1E+13,95.3225,69.77888889,159.4968,19782,2950.9375
cifar10_resnet44_v2_async_batch64,1,-1E+13,-1E+13,105.1744,6.355888889,110.195,18959,499
cifar10_resnet44_v2_async_batch64,2,-1E+13,-1E+13,88.5986,9.078222222,93.7347,18957,386.9375
cifar10_resnet44_v2_async_dataFormat,1,-1E+13,-1E+13,105.3068,11.17411111,113.6282,18231,0
cifar10_resnet44_v2_async_dataFormat,2,-1E+13,-1E+13,100.0352,9.176111111,105.783,18225,0
cifar10_resnet44_v2_async_optMomentum,1,-1E+13,-1E+13,118.2484,5.398555556,122.364,50190,933
cifar10_resnet44_v2_async_optMomentum,2,-1E+13,-1E+13,104.2612,13.46011111,113.0754,50144,552.9375
cifar10_resnet44_v2_async_optRmsprop,1,-1E+13,-1E+13,100.5982,7.960444444,106.2283,21135,933
cifar10_resnet44_v2_async_optRmsprop,2,-1E+13,-1E+13,104.8423,8.771111111,110.0916,21184,932.9375
cifar10_resnet44_v2_async_use_fp16,1,-1E+13,-1E+13,122.8003,7.137444444,127.143,49583,933
cifar10_resnet44_v2_async_use_fp16,2,-1E+13,-1E+13,111.663,8.773111111,116.3672,49480,916.9375
cifar10_resnet44_v2_async_winograd,1,-1E+13,-1E+13,114.806,6.984444444,119.5892,48753,387
cifar10_resnet44_v2_async_winograd,2,-1E+13,-1E+13,112.4895,11.41322222,118.5156,48744,386.9375
cifar10_resnet44_v2_async_xla,1,-1E+13,-1E+13,126.5796,6.409,131.1619,19233,933
cifar10_resnet44_v2_async_xla,2,-1E+13,-1E+13,108.5273,10.88866667,114.2305,19178,932.9375
cifar10_resnet44_v2_sync_batch128,1,-1E+13,-1E+13,113.5223,18.128,133.6396,49014,1221
cifar10_resnet44_v2_sync_batch128,2,-1E+13,-1E+13,106.7876,31.48833333,115.3997,48955,1220.9375
cifar10_resnet44_v2_sync_batch256,1,-1E+13,-1E+13,118.9286,17.59655556,136.3869,49368,35
cifar10_resnet44_v2_sync_batch256,2,-1E+13,-1E+13,97.3046,41.038,112.5244,49366,34.9375
cifar10_resnet44_v2_sync_batch32,1,-1E+13,-1E+13,106.7753,26.14044444,132.1854,19094,373
cifar10_resnet44_v2_sync_batch32,2,-1E+13,-1E+13,124.0812,11.34044444,127.298,19041,374.9375
cifar10_resnet44_v2_sync_batch512,1,-1E+13,-1E+13,117.6236,44.96655556,160.9376,49387,2951
cifar10_resnet44_v2_sync_batch512,2,-1E+13,-1E+13,108.8757,53.15366667,157.3106,49429,2950.9375
